ID_Core_1
706
5
760
763
762
759
2
44
50
13
53
54
19
761
15
51
732
723
727
17
696
728
20
709
75
725
6
76
62
26
757
693
25
29
28
756
758
11
37
108
73
748
755
743
45
474
288
754
36
42
480
40
1
742
63
9
3
64
31
60
462
464
470
664
27
47
16
18
491
24
49
52
4
8
56
41
21
105
7
671
32
750
679
473
70
749
651
475
35
119
122
77
666
674
656
752
753
86
487
655
338
33
685
477
10
43
481
751
59
623
662
22
12
670
395
242
183
115
353
653
120
745
637
331
340
14
97
747
30
34
401
23
678
665
683
660
546
690
722
681
590
648
694
675
85
736
643
704
740
746
680
631
714
718
158
676
39
638
627
461
334
737
738
684
55
712
117
504
332
337
343
735
48
570
414
46
369
38
620
496
663
499
652
485
224
96
634
493
184
94
98
74
715
667
672
705
489
492
741
608
380
455
730
100
257
68
625
744
81
658
78
630
626
731
697
130
647
701
613
729
195
268
468
733
442
348
646
65
435
668
352
327
707
211
585
428
335
635
212
344
587
720
146
79
624
505
645
488
58
719
677
241
692
357
361
373
597
657
540
209
57
172
734
502
200
724
66
498
196
573
610
506
621
591
659
649
527
61
420
688
686
614
606
699
69
510
640
632
711
580
708
72
457
482
405
87
548
564
618
438
139
571
104
721
551
726
159
710
601
144
607
529
552
421
533
698
713
88
644
192
673
479
557
615
703
199
577
309
89
588
463
716
717
584
511
67
526
689
188
633
661
80
300
700
466
642
622
503
276
605
509
521
616
444
538
450
165
341
592
71
153
523
170
687
134
112
443
543
576
207
541
113
121
596
695
575
682
206
358
702
534
82
434
490
594
483
550
84
542
471
402
140
578
636
467
95
530
612
296
298
629
563
166
126
155
91
157
347
194
294
559
581
133
406
90
565
611
525
639
93
129
568
185
254
595
567
691
266
604
83
149
598
554
516
379
293
422
609
574
556
593
535
602
566
669
339
553
544
572
427
547
299
458
190
219
476
582
532
213
539
517
345
500
186
459
302
376
650
152
330
641
562
619
603
599
600
561
654
448
314
586
569
452
515
216
253
237
628
269
333
290
589
154
263
110
148
258
365
240
387
390
403
407
382
135
168
537
519
497
204
182
317
167
495
273
284
193
617
202
223
432
171
549
164
558
279
180
449
236
349
528
259
555
247
447
103
201
416
270
313
151
410
274
277
137
579
174
99
142
419
460
124
439
246
198
292
441
560
161
301
145
132
160
143
400
141
128
399
524
250
125
355
396
531
187
178
370
287
366
484
163
191
275
156
359
218
583
319
235
518
385
260
545
210
520
512
514
116
252
272
286
412
415
232
222
256
417
238
239
189
424
176
127
177
377
501
418
522
536
430
265
453
225
255
243
92
109
456
436
280
181
454
423
378
169
229
513
465
486
305
316
383
281
351
472
283
398
469
367
494
445
214
318
123
360
136
291
408
354
389
217
388
322
397
437
303
295
394
220
264
404
350
147
138
315
233
251
234
179
329
413
131
308
374
446
356
425
226
248
267
320
411
431
114
409
375
304
451
384
271
508
107
440
393
391
381
362
429
342
289
215
310
368
433
205
101
245
297
321
346
323
392
261
328
311
208
230
106
307
173
102
312
336
324
364
278
228
118
282
262
111
306
203
325
249
326
478
363
244
231
386
426
371
221
227
507
162
175
285
372
150
197
739
